,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size
1893,465316,Male,No,21,No,Healthcare,0.0,Low,6.0
1894,464713,Female,Yes,71,Yes,Artist,0.0,High,4.0
1895,465764,Female,No,39,Yes,Entertainment,8.0,Low,4.0
1896,467080,Female,Yes,87,Yes,Lawyer,1.0,High,2.0
1897,460683,Male,Yes,59,No,Entertainment,6.0,Average,3.0
1898,460042,Male,No,32,Yes,Marketing,8.0,Low,1.0
1899,463025,Male,Yes,40,No,Executive,7.0,Low,4.0
1900,459731,Female,Yes,58,Yes,Artist,0.0,High,3.0
1901,460955,Male,No,19,No,Healthcare,,Low,5.0
1902,462179,Female,No,31,Yes,Marketing,0.0,Low,9.0
1903,463147,Male,No,31,No,Healthcare,,Low,4.0
1904,462639,Female,Yes,43,No,Engineer,,Average,2.0
1905,465722,Male,Yes,47,No,,1.0,Low,5.0
1906,464799,Male,No,35,No,Marketing,0.0,Low,4.0
1907,461934,Female,Yes,46,Yes,Artist,8.0,Average,2.0
1908,459146,Male,Yes,69,Yes,Artist,1.0,Low,2.0
1909,461448,Male,Yes,69,Yes,Doctor,0.0,High,3.0
1910,466419,Female,Yes,45,Yes,Entertainment,3.0,Average,5.0
1911,465443,Male,Yes,38,Yes,Artist,0.0,Low,4.0
1912,459105,Male,Yes,39,Yes,Executive,5.0,High,3.0
1913,459941,Male,Yes,65,Yes,Artist,4.0,Low,
1914,463232,Female,No,23,No,Healthcare,2.0,Low,5.0
1915,464737,Female,Yes,58,No,Engineer,0.0,Average,6.0
1916,467922,Male,Yes,84,Yes,Entertainment,0.0,High,2.0
1917,465329,Male,Yes,35,Yes,Artist,5.0,Average,2.0
1918,466512,Female,No,22,No,Healthcare,1.0,Low,2.0
1919,465408,Male,No,30,No,Executive,,Low,4.0
1920,466339,Male,No,23,No,Healthcare,0.0,Low,2.0
1921,462870,Female,No,41,Yes,Artist,3.0,Low,3.0
1922,464335,Male,Yes,50,Yes,Executive,4.0,High,3.0
1923,461353,Male,Yes,50,Yes,Executive,0.0,High,4.0
1924,463920,Female,No,28,Yes,Homemaker,8.0,Low,1.0
1925,463712,Female,Yes,37,Yes,Doctor,1.0,Average,2.0
1926,467465,Male,No,19,No,Healthcare,,Low,6.0
1927,463637,Female,No,30,Yes,Healthcare,,Low,5.0
1928,466917,Male,Yes,43,No,Executive,3.0,Low,
1929,464663,Male,Yes,73,No,Executive,1.0,High,2.0
1930,460919,Female,No,19,No,Healthcare,0.0,Low,
1931,465000,Male,Yes,50,Yes,Executive,1.0,High,3.0
1932,461226,Male,Yes,51,Yes,,1.0,Low,2.0
1933,467500,Female,Yes,32,Yes,Artist,4.0,High,2.0
1934,461536,Female,No,39,Yes,Doctor,2.0,Low,1.0
1935,464296,Male,No,43,Yes,Doctor,1.0,Low,4.0
1936,463142,Female,No,33,Yes,Artist,5.0,Low,2.0
1937,461004,Male,Yes,61,Yes,Artist,1.0,Average,3.0
1938,462323,Female,Yes,70,Yes,Doctor,0.0,Average,2.0
1939,467899,Male,Yes,66,Yes,Artist,1.0,Average,2.0
1940,461941,Female,Yes,72,Yes,Artist,0.0,Low,1.0
1941,461383,Male,Yes,71,Yes,Artist,0.0,High,2.0
1942,466616,Male,No,18,No,Healthcare,8.0,Low,9.0
1943,464658,Male,Yes,33,No,Artist,1.0,Average,2.0
1944,460699,Male,No,28,Yes,Artist,9.0,Low,1.0
1945,460180,Female,Yes,27,Yes,Marketing,11.0,Average,2.0
1946,462683,Female,Yes,38,No,Engineer,1.0,Low,5.0
1947,464988,Male,Yes,63,Yes,Artist,0.0,Average,7.0
1948,466593,Male,Yes,70,Yes,Lawyer,0.0,High,3.0
1949,464542,Female,No,26,Yes,Healthcare,10.0,Low,1.0
1950,465678,Male,Yes,36,No,Entertainment,1.0,Low,2.0
1951,467862,Female,Yes,47,Yes,Artist,0.0,Low,3.0
1952,459394,Male,No,28,No,Entertainment,9.0,Low,2.0
1953,460091,Female,No,26,Yes,Entertainment,1.0,Low,5.0
1954,461023,Male,Yes,65,No,Lawyer,,High,2.0
1955,461260,Male,No,20,No,Marketing,1.0,Low,3.0
1956,463632,Male,Yes,30,Yes,Artist,0.0,Average,2.0
1957,460047,Male,No,41,Yes,Entertainment,8.0,Low,2.0
1958,460378,Female,No,40,Yes,Doctor,1.0,Low,1.0
1959,464758,Female,Yes,47,No,Engineer,1.0,Average,4.0
1960,460931,Male,Yes,40,Yes,Entertainment,2.0,Average,5.0
1961,463240,Female,Yes,53,No,Engineer,0.0,Average,3.0
1962,461126,Female,No,28,Yes,Homemaker,,Low,2.0
1963,459698,Male,Yes,60,Yes,Artist,1.0,Low,2.0
1964,461598,Female,No,27,Yes,Artist,8.0,Low,1.0
1965,465979,Male,Yes,43,Yes,Artist,2.0,Low,2.0
1966,463974,Female,No,33,Yes,Homemaker,7.0,Low,3.0
1967,466231,Male,Yes,56,Yes,Entertainment,0.0,Average,2.0
1968,459833,Male,Yes,70,Yes,Executive,1.0,High,2.0
1969,462886,Male,Yes,70,No,Doctor,1.0,High,2.0
1970,467628,Male,Yes,73,No,Executive,,High,3.0
1971,467488,Female,Yes,38,Yes,Entertainment,,Average,2.0
1972,465998,Female,No,40,Yes,Engineer,6.0,Low,3.0
1973,459338,Male,Yes,88,No,Executive,,Low,
1974,466942,Female,No,29,Yes,Healthcare,1.0,Low,4.0
1975,467195,Male,Yes,27,Yes,Executive,,High,2.0
1976,466310,Female,Yes,40,Yes,Engineer,0.0,Average,2.0
1977,467617,Male,Yes,82,Yes,Lawyer,1.0,Low,1.0
1978,459975,Female,No,38,Yes,Artist,7.0,Low,1.0
1979,464386,Male,Yes,39,Yes,Doctor,0.0,Average,3.0
1980,462005,Male,Yes,39,Yes,Artist,0.0,Average,2.0
1981,465859,Male,No,47,Yes,Artist,0.0,Low,1.0
1982,464394,Male,Yes,75,Yes,Lawyer,0.0,High,2.0
1983,466120,Female,Yes,37,No,Marketing,0.0,Low,4.0
1984,460964,Male,Yes,84,No,Lawyer,1.0,High,2.0
1985,461975,Female,No,42,Yes,Entertainment,6.0,Low,2.0
1986,462172,Male,Yes,39,Yes,Doctor,0.0,Average,2.0
1987,464563,Male,Yes,42,Yes,Artist,0.0,Average,2.0
1988,464945,Female,Yes,40,Yes,Artist,1.0,Average,2.0
1989,463688,Female,No,52,Yes,Doctor,1.0,Low,1.0
1990,461750,Male,No,52,No,Artist,5.0,Low,1.0
1991,464400,Male,No,31,Yes,Entertainment,0.0,Low,4.0
1992,463052,Male,Yes,37,Yes,Marketing,1.0,Low,2.0
1993,461372,Male,No,27,Yes,Artist,3.0,Low,1.0
1994,463367,Female,No,35,Yes,Engineer,4.0,Low,4.0
1995,467926,Male,Yes,79,Yes,Artist,0.0,High,2.0
1996,461483,Female,No,28,Yes,Doctor,1.0,Low,4.0
1997,467355,Male,No,31,No,Healthcare,0.0,Low,4.0
1998,466416,Male,Yes,88,No,Executive,0.0,High,3.0
1999,460330,Female,No,51,Yes,Entertainment,4.0,Low,1.0
2000,459650,Male,Yes,38,Yes,Entertainment,,Low,2.0
2001,466789,Female,Yes,53,Yes,Artist,0.0,Average,2.0
2002,466679,Female,No,43,Yes,Artist,8.0,Low,2.0
2003,459362,Male,Yes,55,No,Executive,0.0,Low,2.0
2004,466128,Male,No,35,Yes,Artist,4.0,Low,2.0
2005,462474,Female,Yes,25,No,Engineer,1.0,Average,2.0
2006,459782,Male,Yes,58,Yes,Artist,6.0,Average,4.0
2007,463113,Female,No,32,Yes,Doctor,1.0,Low,6.0
2008,466683,Female,Yes,49,No,Artist,1.0,Average,4.0
2009,462103,Female,Yes,53,No,Entertainment,9.0,High,2.0
2010,459227,Female,Yes,31,No,Engineer,9.0,Low,4.0
2011,467761,Male,No,39,Yes,Artist,1.0,Low,2.0
2012,459163,Male,No,42,Yes,Entertainment,1.0,Low,1.0
2013,462455,Male,No,20,No,Healthcare,1.0,Low,5.0
2014,460178,Male,Yes,50,Yes,Entertainment,1.0,Low,2.0
2015,462803,Male,No,26,No,Doctor,0.0,Low,6.0
2016,460427,Male,Yes,46,Yes,Artist,1.0,Average,3.0
2017,466343,Male,No,30,Yes,Doctor,0.0,Low,2.0
2018,461583,Female,Yes,60,Yes,Doctor,6.0,Average,2.0
2019,466461,Male,Yes,84,No,Lawyer,0.0,Low,1.0
2020,462689,Female,No,37,Yes,Homemaker,,Low,1.0
2021,462740,Male,Yes,63,Yes,Artist,6.0,Low,1.0
2022,461355,Female,No,38,Yes,Healthcare,0.0,Low,2.0
2023,465009,Male,Yes,51,Yes,Entertainment,0.0,Average,4.0
2024,467658,Male,No,20,No,Healthcare,0.0,Low,4.0
2025,462837,Female,No,25,No,Healthcare,14.0,Low,3.0
2026,463907,Female,No,33,Yes,Doctor,0.0,Low,5.0
2027,462728,Female,No,31,No,Engineer,0.0,Low,1.0
2028,461175,Male,Yes,57,Yes,Healthcare,1.0,Low,3.0
2029,464872,Male,Yes,42,Yes,Artist,1.0,Low,4.0
2030,460830,Male,Yes,40,No,Entertainment,2.0,Average,5.0
2031,459741,Male,Yes,66,No,Lawyer,0.0,High,3.0
2032,461154,Male,No,21,No,Homemaker,0.0,Low,4.0
2033,464990,Male,Yes,73,No,Executive,1.0,High,2.0
2034,467886,Female,Yes,46,Yes,Artist,0.0,Low,2.0
2035,459201,Female,Yes,66,Yes,Artist,0.0,Average,2.0
2036,463357,Male,Yes,27,Yes,Doctor,0.0,Average,2.0
2037,460539,Female,Yes,35,Yes,Homemaker,,Low,
2038,462380,Female,Yes,53,No,Artist,1.0,High,4.0
2039,459884,Male,Yes,80,No,Lawyer,8.0,Low,1.0
2040,461651,Female,Yes,63,Yes,Artist,1.0,Average,3.0
2041,465336,Female,No,41,Yes,Doctor,9.0,Low,1.0
2042,461338,Male,Yes,43,Yes,Artist,1.0,Average,4.0
2043,461050,Male,Yes,47,Yes,,1.0,High,3.0
2044,460485,Female,No,18,No,Marketing,9.0,Low,5.0
2045,467901,Female,No,33,Yes,Entertainment,1.0,Low,4.0
2046,463713,Male,No,30,No,Engineer,9.0,Low,3.0
2047,464278,Male,Yes,85,Yes,Executive,1.0,High,2.0
2048,461192,Female,Yes,46,Yes,Artist,,High,
2049,462285,Male,Yes,48,Yes,Doctor,,Low,2.0
2050,463044,Male,Yes,80,Yes,Lawyer,,High,2.0
2051,463086,Male,No,33,Yes,Artist,8.0,Low,
2052,459595,Female,Yes,36,Yes,Artist,4.0,High,7.0
2053,461419,Male,Yes,27,No,Entertainment,3.0,Average,2.0
2054,465767,Male,No,28,No,Healthcare,0.0,Low,5.0
2055,460598,Female,Yes,35,Yes,Doctor,0.0,Average,3.0
2056,460714,Male,No,26,Yes,Entertainment,1.0,Low,3.0
2057,466482,Female,Yes,39,Yes,Homemaker,,Average,3.0
2058,461584,Female,Yes,56,Yes,Artist,1.0,High,4.0
2059,462066,Female,No,26,Yes,Artist,13.0,Low,2.0
2060,463369,Male,Yes,31,Yes,Entertainment,4.0,Low,2.0
2061,466586,Male,No,21,No,Healthcare,0.0,Low,2.0
2062,464649,Male,Yes,39,No,Entertainment,1.0,Average,4.0
2063,463209,Female,No,51,Yes,Artist,0.0,Low,1.0
2064,466298,Male,Yes,45,No,Doctor,0.0,Low,4.0
2065,466929,Female,No,33,Yes,Homemaker,11.0,Low,
2066,466702,Male,Yes,62,,Lawyer,0.0,Low,1.0
2067,459238,Female,Yes,80,Yes,Lawyer,,High,2.0
2068,463904,Male,Yes,77,Yes,Executive,1.0,Low,1.0
2069,463996,Female,No,29,No,Healthcare,,Low,5.0
2070,462208,Female,Yes,33,No,Engineer,7.0,Average,5.0
2071,461755,Male,No,29,No,Artist,1.0,Low,3.0
2072,466736,Female,No,20,No,Healthcare,1.0,Low,
2073,466872,Male,Yes,43,Yes,Artist,1.0,Low,2.0
2074,467104,Female,No,18,No,Healthcare,1.0,Low,3.0
2075,463476,Male,Yes,53,Yes,Artist,3.0,Average,3.0
2076,463953,Male,Yes,28,Yes,Entertainment,3.0,Average,3.0
2077,462202,Female,No,43,Yes,Entertainment,1.0,Low,4.0
2078,467830,Male,No,31,Yes,Entertainment,1.0,Low,3.0
2079,463752,Female,No,28,Yes,Healthcare,,Low,2.0
2080,461770,Male,Yes,65,Yes,Artist,1.0,Low,2.0
2081,466525,Male,Yes,33,Yes,Artist,0.0,Average,2.0
2082,462349,Male,Yes,49,Yes,Artist,0.0,Average,6.0
2083,463964,Male,No,33,No,Healthcare,1.0,Low,4.0
2084,459353,Male,Yes,53,Yes,Artist,6.0,Average,2.0
2085,459709,Female,Yes,47,Yes,Artist,7.0,Average,4.0
2086,461858,Male,No,31,No,Entertainment,1.0,Low,7.0
2087,460450,Male,Yes,52,Yes,Executive,1.0,High,4.0
2088,466520,Male,,61,,Engineer,2.0,Average,2.0
2089,467646,Male,No,31,No,Healthcare,,Low,7.0
2090,460780,Female,No,30,Yes,Healthcare,1.0,Low,2.0
2091,463514,Male,Yes,63,Yes,Entertainment,,Average,2.0
2092,465105,Male,Yes,69,No,Executive,9.0,Average,2.0
2093,460445,Male,No,29,Yes,Engineer,0.0,Low,4.0
2094,462961,Female,Yes,56,No,Engineer,1.0,Average,5.0
2095,463932,Female,Yes,72,Yes,Artist,1.0,Average,3.0
2096,459145,Male,Yes,88,No,Lawyer,,Low,1.0
2097,465651,Male,No,30,No,Engineer,1.0,Low,4.0
2098,463721,Female,No,31,Yes,Healthcare,1.0,Low,4.0
2099,467369,Male,No,41,Yes,Artist,2.0,Low,3.0
2100,461361,Female,No,31,Yes,Healthcare,9.0,Low,7.0
2101,465608,Male,No,20,No,Healthcare,,Low,5.0
2102,464793,Female,Yes,26,No,Marketing,7.0,High,3.0
2103,463736,Male,Yes,48,No,Entertainment,,Average,5.0
2104,462799,Male,No,26,No,Healthcare,,Low,
2105,459006,Male,No,20,No,Healthcare,1.0,Low,4.0
2106,460204,Male,Yes,41,Yes,Artist,4.0,Low,4.0
2107,465257,Male,No,20,,Healthcare,4.0,Low,5.0
2108,466762,Male,Yes,63,Yes,Homemaker,1.0,Low,3.0
2109,464318,Male,Yes,88,Yes,Executive,1.0,Low,1.0
2110,459634,Female,No,39,Yes,Engineer,,Low,3.0
2111,465416,Male,Yes,55,No,Engineer,1.0,High,4.0
2112,467275,Male,No,32,Yes,Healthcare,,Low,
2113,462117,Male,No,32,Yes,Entertainment,1.0,Low,2.0
2114,460710,Female,Yes,38,Yes,Artist,0.0,Average,3.0
2115,460098,Female,Yes,62,Yes,Engineer,1.0,Low,1.0
2116,465787,Male,No,18,No,Healthcare,1.0,Low,5.0
2117,463365,Male,Yes,67,No,Executive,1.0,High,2.0
2118,464042,Female,Yes,42,Yes,Artist,9.0,Low,2.0
2119,467627,Female,No,45,Yes,Engineer,0.0,Low,1.0
2120,464720,Male,Yes,46,No,Doctor,0.0,Average,3.0
2121,461123,Male,No,20,No,Healthcare,2.0,Low,4.0
2122,465413,Female,Yes,41,Yes,Engineer,0.0,High,3.0
2123,465126,Female,Yes,35,No,Engineer,7.0,Average,4.0
2124,465950,Female,Yes,52,Yes,Artist,6.0,Low,2.0
2125,466734,Female,Yes,63,Yes,Artist,1.0,Average,4.0
2126,466222,Male,Yes,51,No,Executive,5.0,Low,3.0
2127,466142,Female,Yes,29,Yes,Entertainment,0.0,Average,2.0
2128,467888,Male,No,27,No,Doctor,0.0,Low,4.0
2129,461992,Female,No,37,Yes,Doctor,1.0,Low,1.0
2130,460522,Female,Yes,29,No,Homemaker,,Average,2.0
2131,459973,Female,No,50,Yes,Artist,0.0,Low,2.0
2132,460695,Male,Yes,74,Yes,Lawyer,1.0,Low,1.0
2133,464260,Female,Yes,72,Yes,Artist,3.0,Average,3.0
2134,464140,Female,Yes,83,Yes,Lawyer,1.0,High,2.0
2135,465606,Male,Yes,37,Yes,Engineer,1.0,Average,3.0
2136,459050,Female,No,19,No,Healthcare,0.0,Low,3.0
2137,462330,Female,No,30,No,Artist,1.0,Low,1.0
2138,459940,Female,No,46,Yes,Engineer,1.0,Low,2.0
2139,466352,Female,Yes,65,Yes,Doctor,1.0,Low,2.0
2140,463558,Female,Yes,88,Yes,Lawyer,1.0,Average,2.0
2141,460049,Male,Yes,43,Yes,Entertainment,0.0,Average,2.0
2142,464148,Male,Yes,50,Yes,Executive,9.0,High,3.0
2143,465503,Male,No,35,Yes,Artist,8.0,Low,2.0
2144,465082,Male,Yes,67,Yes,Lawyer,0.0,Low,1.0
2145,459832,Male,Yes,66,Yes,Executive,0.0,Low,1.0
2146,464609,Female,No,39,Yes,Artist,3.0,Low,2.0
2147,466703,Female,Yes,46,Yes,Homemaker,0.0,Average,
2148,466864,Female,No,32,No,Homemaker,8.0,Low,1.0
2149,461458,Female,No,40,Yes,Artist,6.0,Low,1.0
2150,459218,Male,Yes,88,Yes,Lawyer,0.0,High,3.0
2151,462860,Male,No,30,Yes,Healthcare,8.0,Low,5.0
2152,462033,Male,No,32,Yes,Entertainment,1.0,Low,1.0
2153,467695,Male,Yes,43,No,Marketing,1.0,Low,2.0
2154,463090,Female,Yes,55,No,Engineer,3.0,Average,2.0
2155,459219,Female,Yes,47,Yes,Artist,0.0,Average,3.0
2156,460148,Female,Yes,73,No,Engineer,1.0,Low,
2157,461603,Male,No,39,Yes,Artist,,Low,1.0
2158,466359,Male,No,22,No,Healthcare,0.0,Low,4.0
2159,464655,Male,Yes,39,Yes,,0.0,Average,5.0
2160,466088,Female,No,31,No,Healthcare,0.0,Low,7.0
2161,461205,Male,No,27,Yes,Healthcare,,Low,3.0
2162,462822,Male,No,19,No,Healthcare,0.0,Low,4.0
2163,459076,Male,Yes,69,No,Doctor,0.0,Average,2.0
2164,463410,Male,Yes,37,No,Doctor,,Average,2.0
2165,463879,Male,Yes,45,Yes,Executive,0.0,High,2.0
2166,462827,Female,No,22,No,Doctor,1.0,Low,3.0
2167,461500,Female,No,26,Yes,Doctor,0.0,Low,3.0
2168,461553,Male,No,39,Yes,Artist,1.0,Low,3.0
2169,467912,Male,Yes,61,Yes,Entertainment,1.0,Low,2.0
2170,465029,Female,Yes,74,No,Lawyer,1.0,High,2.0
2171,460062,Male,No,29,Yes,Artist,4.0,Low,1.0
2172,462863,Male,No,29,Yes,Homemaker,5.0,Low,1.0
2173,460465,Male,No,36,No,Executive,0.0,Low,3.0
2174,460335,Female,No,63,Yes,Doctor,0.0,Low,2.0
2175,466067,Male,Yes,69,Yes,Artist,0.0,Average,5.0
2176,463962,Female,,35,Yes,Artist,12.0,Low,2.0
2177,459807,Male,Yes,81,Yes,Lawyer,1.0,Low,1.0
2178,463364,Female,Yes,71,No,Lawyer,1.0,High,2.0
2179,463599,Female,No,31,No,Healthcare,10.0,Low,2.0
2180,462686,Male,Yes,41,Yes,Entertainment,9.0,Average,4.0
2181,462949,Male,Yes,35,No,Homemaker,1.0,Average,3.0
2182,460275,Female,No,52,Yes,Artist,6.0,Low,1.0
2183,461184,Male,No,19,No,Healthcare,,Low,4.0
2184,460728,Female,,39,Yes,Artist,0.0,Low,1.0
2185,462416,Male,Yes,45,No,Artist,0.0,Low,2.0
2186,460846,Female,No,19,No,Marketing,1.0,Low,4.0
2187,459542,Male,No,23,No,Healthcare,2.0,Low,5.0
2188,459080,Male,Yes,77,No,Lawyer,0.0,Low,2.0
2189,463106,Female,Yes,84,Yes,Lawyer,0.0,Low,1.0
2190,464728,Male,Yes,47,No,Entertainment,1.0,High,4.0
2191,466474,Male,No,29,Yes,Entertainment,6.0,Low,3.0
2192,461711,Female,No,35,Yes,Artist,8.0,Low,3.0
2193,460347,Male,Yes,40,Yes,Artist,14.0,Low,2.0
2194,467689,Male,No,35,No,Healthcare,1.0,Low,1.0
2195,460260,Male,No,20,No,Healthcare,0.0,Low,3.0
2196,466344,Male,No,43,Yes,Entertainment,0.0,Low,2.0
2197,466437,Male,Yes,56,No,Executive,0.0,Low,1.0
2198,460423,Female,Yes,53,Yes,Artist,3.0,Low,1.0
2199,459590,Male,Yes,22,No,Executive,1.0,High,3.0
2200,464668,Male,Yes,32,No,Healthcare,1.0,High,4.0
2201,463049,Male,Yes,51,No,Executive,2.0,High,5.0
2202,460458,Female,No,41,No,Marketing,1.0,Low,
2203,462407,Male,Yes,37,No,Doctor,2.0,Average,4.0
2204,459450,Male,Yes,55,Yes,Artist,4.0,Average,4.0
2205,463255,Male,No,42,Yes,Entertainment,3.0,Low,2.0
2206,462574,Male,No,20,No,Healthcare,1.0,Low,5.0
2207,465761,Female,No,42,Yes,Artist,12.0,Low,2.0
2208,467728,Female,Yes,38,No,Engineer,1.0,High,5.0
2209,465841,Female,No,52,Yes,Engineer,3.0,Low,1.0
2210,460117,Female,Yes,48,Yes,Marketing,9.0,Low,1.0
2211,466619,Male,Yes,37,Yes,Entertainment,5.0,Average,2.0
2212,461722,Male,No,27,No,Doctor,1.0,Low,3.0
2213,460898,Male,Yes,48,No,Artist,3.0,Average,4.0
2214,463627,Female,No,25,Yes,Marketing,5.0,Low,2.0
2215,460403,Female,No,56,Yes,Doctor,3.0,Low,1.0
2216,459818,Female,Yes,68,No,Lawyer,1.0,Low,1.0
2217,463732,Male,No,21,No,Healthcare,0.0,Low,4.0
2218,462499,Female,,72,No,Lawyer,8.0,Average,2.0
2219,467112,Male,No,43,Yes,Artist,1.0,Low,2.0
2220,459902,Male,Yes,52,Yes,Lawyer,8.0,High,2.0
2221,463233,Male,Yes,50,No,Executive,0.0,Average,5.0
2222,467721,Male,No,41,Yes,Entertainment,0.0,Low,1.0
2223,465915,Male,Yes,40,Yes,Entertainment,8.0,Average,2.0
2224,464506,Male,No,32,Yes,Healthcare,8.0,Low,2.0
2225,460624,Male,Yes,57,Yes,Homemaker,5.0,High,2.0
2226,462020,Female,No,25,Yes,Artist,13.0,Low,2.0
2227,464320,Male,Yes,74,No,Lawyer,0.0,High,2.0
2228,467687,Male,No,38,Yes,Entertainment,,Low,4.0
2229,461561,Female,Yes,46,Yes,Artist,0.0,Average,2.0
2230,465953,Female,No,50,Yes,Artist,1.0,Low,1.0
2231,463309,Male,Yes,50,Yes,Artist,0.0,Average,2.0
2232,459134,Female,Yes,69,Yes,Lawyer,0.0,High,2.0
2233,464195,Male,No,29,Yes,Artist,0.0,Low,1.0
2234,467696,Male,Yes,84,Yes,Lawyer,,High,3.0
2235,459586,Male,Yes,73,No,Executive,1.0,Low,
2236,466504,Male,Yes,38,No,Executive,9.0,High,5.0
2237,466792,Female,Yes,82,No,Lawyer,0.0,Low,1.0
2238,459875,Male,Yes,71,No,Lawyer,0.0,High,
2239,463837,Female,Yes,50,No,Engineer,0.0,Low,3.0
2240,465384,Male,Yes,56,Yes,Artist,0.0,High,2.0
2241,462050,Male,No,19,No,Healthcare,4.0,Low,3.0
2242,465268,Male,Yes,29,No,Executive,12.0,Low,3.0
2243,461370,Male,No,26,Yes,Doctor,1.0,Low,3.0
2244,464225,Female,No,31,No,Doctor,1.0,Low,5.0
2245,466665,Male,Yes,42,Yes,Artist,0.0,Average,2.0
2246,462290,Female,No,33,Yes,Doctor,1.0,Low,1.0
2247,459326,Male,Yes,35,No,Healthcare,1.0,Low,5.0
2248,464926,Female,Yes,46,No,Engineer,0.0,High,3.0
2249,460343,Female,No,67,Yes,Artist,0.0,Low,2.0
2250,463626,Female,No,35,No,Artist,7.0,Low,2.0
2251,464266,Male,No,28,No,Doctor,8.0,Low,3.0
2252,464491,Female,No,43,No,Doctor,8.0,Low,1.0
2253,467698,Female,Yes,40,No,Artist,3.0,Average,
2254,463440,Female,Yes,73,Yes,Artist,0.0,Average,3.0
2255,463602,Female,No,21,No,Healthcare,8.0,Low,4.0
2256,464706,Female,No,32,No,Doctor,1.0,Low,3.0
2257,467220,Female,No,36,No,,,Low,
2258,460313,Male,No,32,Yes,Artist,13.0,Low,3.0
2259,465497,Male,No,25,No,Homemaker,14.0,Low,3.0
2260,465846,Female,No,40,Yes,Artist,5.0,Low,1.0
2261,463374,Female,No,19,No,Healthcare,0.0,Low,3.0
2262,462704,Male,Yes,48,Yes,Executive,5.0,High,5.0
2263,462160,Female,No,36,Yes,Artist,3.0,Low,3.0
2264,461365,Male,No,27,No,Healthcare,1.0,Low,3.0
2265,464205,Female,Yes,82,No,Entertainment,0.0,High,2.0
2266,459294,Male,No,23,No,Healthcare,9.0,Low,4.0
2267,460318,Male,No,30,Yes,Entertainment,14.0,Low,3.0
2268,467967,Male,No,30,Yes,Entertainment,8.0,Low,4.0
2269,461797,Male,No,30,Yes,Healthcare,1.0,Low,3.0
2270,462980,Male,No,28,Yes,Entertainment,1.0,Low,5.0
2271,462361,Male,Yes,60,Yes,Artist,0.0,Low,2.0
2272,461855,Female,Yes,52,Yes,Artist,1.0,Average,2.0
2273,461069,Female,No,19,No,Healthcare,,Low,
2274,467522,Female,No,19,No,Healthcare,0.0,Low,2.0
2275,463327,Male,Yes,40,No,Executive,1.0,Low,5.0
2276,459824,Male,No,38,Yes,Entertainment,8.0,Low,1.0
2277,461051,Female,Yes,71,Yes,Entertainment,1.0,Average,2.0
2278,461142,Female,No,40,Yes,Engineer,1.0,Low,3.0
2279,461521,Male,Yes,68,Yes,Artist,0.0,High,2.0
2280,459422,Male,Yes,50,Yes,Entertainment,,Low,4.0
2281,467792,Male,No,21,No,Healthcare,0.0,Low,4.0
2282,467432,Male,No,29,Yes,Healthcare,,Low,3.0
2283,464016,Female,,29,Yes,Entertainment,0.0,High,1.0
2284,464654,Female,Yes,39,No,Engineer,1.0,Average,4.0
2285,459111,Male,Yes,41,Yes,Executive,0.0,Low,4.0
2286,459408,Male,No,28,No,Doctor,,Low,1.0
2287,466473,Female,No,22,No,Healthcare,0.0,Low,3.0
2288,464365,Male,No,35,Yes,Artist,,Low,1.0
2289,460046,Female,Yes,49,Yes,Artist,3.0,Low,2.0
2290,466698,Female,Yes,26,Yes,Healthcare,8.0,Low,2.0
2291,460609,Female,No,33,No,Healthcare,,Low,1.0
2292,459927,Female,No,27,No,Engineer,0.0,Low,2.0
2293,467057,Female,No,50,No,Entertainment,8.0,Low,2.0
2294,466052,Female,Yes,37,Yes,Homemaker,5.0,Low,2.0
2295,464210,Male,No,43,Yes,Marketing,0.0,Low,2.0
2296,465873,Male,No,35,Yes,Entertainment,13.0,Low,1.0
2297,459802,Female,Yes,50,Yes,Artist,1.0,Low,1.0
2298,464817,Male,No,31,Yes,Artist,7.0,Low,1.0
2299,465540,Female,Yes,29,No,Engineer,,High,2.0
2300,460845,Female,No,20,No,Healthcare,0.0,Low,2.0
2301,459072,Male,Yes,66,Yes,Entertainment,1.0,Average,2.0
2302,465694,Male,Yes,37,Yes,Healthcare,1.0,Average,2.0
2303,466381,Male,Yes,52,Yes,Artist,2.0,Average,2.0
2304,460947,Male,Yes,45,Yes,Executive,7.0,High,5.0
2305,467338,Female,No,27,Yes,Healthcare,2.0,Low,6.0
2306,467189,Female,Yes,46,Yes,Artist,1.0,High,4.0
2307,466456,Female,Yes,43,No,Doctor,9.0,Low,1.0
2308,463805,Female,No,32,No,Doctor,8.0,Low,6.0
2309,462427,Male,Yes,87,Yes,Lawyer,9.0,Low,4.0
2310,462785,Female,Yes,40,Yes,Engineer,,Average,5.0
2311,466906,Male,No,59,Yes,Artist,1.0,Low,2.0
2312,461842,Male,Yes,63,Yes,Artist,1.0,Average,3.0
2313,462229,Male,No,23,No,,0.0,Low,8.0
2314,462372,Female,Yes,65,No,Lawyer,,High,2.0
2315,462400,Male,No,47,Yes,Artist,0.0,Low,1.0
2316,466598,Female,Yes,45,Yes,Artist,9.0,Low,2.0
2317,466940,Male,Yes,79,No,Lawyer,0.0,Low,1.0
2318,461754,Male,Yes,65,No,Entertainment,1.0,High,2.0
2319,461376,Female,No,38,Yes,Healthcare,0.0,Low,2.0
